# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "gene_counts.txt" "-T" "8" "-t" "exon" "-g" "gene_id" "-s" "2" "SRR10551657_1.fastqAligned.out.bam" "SRR10551658_1.fastqAligned.out.bam" "SRR10551659_1.fastqAligned.out.bam" "SRR10551660.fastqAligned.out.bam" "SRR10551661.fastqAligned.out.bam" "SRR10551662.fastqAligned.out.bam" "SRR10551663_1.fastqAligned.out.bam" "SRR10551664_1.fastqAligned.out.bam" "SRR10551665_1.fastqAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657_1.fastqAligned.out.bam	SRR10551658_1.fastqAligned.out.bam	SRR10551659_1.fastqAligned.out.bam	SRR10551660.fastqAligned.out.bam	SRR10551661.fastqAligned.out.bam	SRR10551662.fastqAligned.out.bam	SRR10551663_1.fastqAligned.out.bam	SRR10551664_1.fastqAligned.out.bam	SRR10551665_1.fastqAligned.out.bam
YDR268W	NC_001136.10	1004004	1005143	+	1140	12	5	6	39	18	9	11	28	21
YDR270W	NC_001136.10	1005675	1008689	+	3015	31	27	31	98	66	41	111	113	104
YDR272W	NC_001136.10	1009010	1009834	+	825	194	138	123	112	133	40	127	152	155
YDR273W	NC_001136.10	1010176	1011273	+	1098	106	96	117	20	33	4	66	68	48
YDR274C	NC_001136.10	1011589	1011960	-	372	6	2	3	2	4	2	14	8	11
YDR275W	NC_001136.10	1012252	1012959	+	708	67	36	44	57	57	28	81	100	93
YDR276C	NC_001136.10	1013476	1013643	-	168	728	551	584	499	493	298	447	471	475
YDR277C	NC_001136.10	1014401	1015702	-	1302	54	30	39	53	48	29	95	105	65
YNCD0021C	NC_001136.10	1017207	1017278	-	72	0	1	2	1	0	0	0	0	0
YDR279W	NC_001136.10	1019368	1020420	+	1053	11	9	12	20	21	6	17	16	26
YDR280W	NC_001136.10	1020747	1021664	+	918	46	19	19	50	40	26	35	38	34
YDR281C	NC_001136.10	1022007	1022321	-	315	4	0	1	5	6	3	20	18	14
YDR282C	NC_001136.10	1023511	1024755	-	1245	4	5	3	20	17	15	13	18	23
YDR283C	NC_001136.10	1025070	1030049	-	4980	131	93	119	155	156	83	170	169	177
YDR284C	NC_001136.10	1030550	1031419	-	870	66	44	31	146	97	82	110	155	152
YDR285W	NC_001136.10	1032436	1035063	+	2628	19	8	15	24	32	4	15	14	27
YDR286C	NC_001136.10	1035231	1035575	-	345	14	8	12	20	25	11	12	22	21
YDR287W	NC_001136.10	1035995	1036873	+	879	10	7	14	16	12	14	18	23	26
YDR288W	NC_001136.10	1037195	1038106	+	912	20	13	11	31	24	17	38	31	27
YDR289C	NC_001136.10	1038280	1039509	-	1230	56	42	43	69	78	7	20	30	37
YDR291W	NC_001136.10	1039728	1042961	+	3234	32	23	21	79	49	49	65	79	59
YDR292C	NC_001136.10	1043146	1045011	-	1866	38	24	25	75	51	49	36	51	55
YDR293C	NC_001136.10	1045640	1049392	-	3753	517	340	384	520	387	323	935	1056	986
YDR294C	NC_001136.10	1050459	1052228	-	1770	104	87	105	163	95	83	83	86	72
YDR295C	NC_001136.10	1052623	1054647	-	2025	76	62	54	83	101	23	34	59	52
YDR296W	NC_001136.10	1055212	1055892	+	681	102	59	106	91	113	44	35	42	34
YDR297W	NC_001136.10	1056551	1057600	+	1050	143	104	104	241	199	127	133	152	153
YDR298C	NC_001136.10	1058176	1058814	-	639	268	197	217	558	387	309	234	237	226
YDR299W	NC_001136.10	1059627	1061231	+	1605	45	39	38	93	95	12	10	27	26
YDR300C	NC_001136.10	1061505	1062791	-	1287	31	14	10	48	46	19	29	31	26
YDR301W	NC_001136.10	1063352	1067425	+	4074	42	26	35	79	73	36	80	89	72
YDR302W	NC_001136.10	1067731	1068390	+	660	33	29	32	46	49	22	32	30	31
YDR303C	NC_001136.10	1068729	1071386	-	2658	35	20	10	75	47	18	30	32	42
YDR304C	NC_001136.10	1071880	1072557	-	678	141	89	102	223	196	129	143	148	144
YDR305C	NC_001136.10;NC_001136.10	1072746;1073402	1073312;1073488	-;-	654	38	28	40	28	53	18	29	31	37
YDR306C	NC_001136.10	1073735	1075171	-	1437	138	91	118	113	125	32	114	102	130
YNCD0022C	NC_001136.10	1075472	1075544	-	73	2	0	0	1	0	1	0	1	0
YDR307W	NC_001136.10	1075865	1077853	+	1989	32	26	31	97	43	42	48	58	44
YDR308C	NC_001136.10	1078027	1078449	-	423	18	12	10	26	26	5	4	5	8
YDR309C	NC_001136.10	1079048	1080199	-	1152	58	26	31	51	55	29	56	41	45
YDR310C	NC_001136.10	1081128	1084316	-	3189	99	72	54	103	99	35	107	151	134
YDR311W	NC_001136.10	1085065	1086993	+	1929	52	36	39	69	70	22	40	54	64
YDR312W	NC_001136.10	1087581	1088942	+	1362	32	16	28	51	63	21	28	19	36
YDR313C	NC_001136.10	1089219	1090079	-	861	83	76	74	124	140	83	143	144	150
YDR314C	NC_001136.10	1090433	1092511	-	2079	22	12	8	28	30	25	59	52	54
YDR315C	NC_001136.10	1092741	1093586	-	846	12	11	9	28	40	10	27	27	27
YDR316W	NC_001136.10	1093763	1095178	+	1416	111	80	92	164	231	34	57	67	73
YNCD0023C	NC_001136.10;NC_001136.10	1095370;1095425	1095405;1095461	-;-	73	0	0	0	0	0	0	0	0	0
YDR316W-B	NC_001136.10	1096064	1101332	+	5269	0	0	0	0	0	0	0	0	0
YDR316W-A	NC_001136.10	1096064	1097386	+	1323	0	0	0	0	0	0	0	0	0
YDR317W	NC_001136.10	1102184	1103428	+	1245	15	5	7	16	23	7	33	36	16
YDR318W	NC_001136.10;NC_001136.10	1103758;1103893	1103809;1104947	+;+	1107	38	22	20	51	61	22	9	34	42
YDR319C	NC_001136.10	1105003	1105827	-	825	32	20	17	20	19	5	27	38	35
YDR320C	NC_001136.10	1106095	1108101	-	2007	55	36	48	38	51	23	33	17	21
YDR320C-A	NC_001136.10	1108280	1108498	-	219	94	77	82	57	71	23	14	24	30
YDR321W	NC_001136.10	1108702	1109847	+	1146	9	8	7	22	13	10	9	12	8
YDR322W	NC_001136.10	1110589	1111692	+	1104	85	53	75	138	98	33	55	72	62
YDR322C-A	NC_001136.10	1112003	1112293	-	291	406	253	355	429	470	235	125	154	153
YDR323C	NC_001136.10	1112480	1114027	-	1548	34	20	23	27	30	15	24	27	41
YDR324C	NC_001136.10	1114433	1116763	-	2331	27	26	14	65	40	27	17	31	29
YDR325W	NC_001136.10	1117126	1120233	+	3108	29	17	20	38	37	19	19	26	35
YDR326C	NC_001136.10	1120609	1124925	-	4317	90	71	63	148	118	45	121	161	193
YDR328C	NC_001136.10	1125434	1126018	-	585	65	37	41	89	82	40	52	67	65
YDR329C	NC_001136.10	1126270	1127595	-	1326	132	106	106	105	101	56	69	65	73
YDR330W	NC_001136.10	1127872	1129374	+	1503	77	39	49	44	45	27	41	43	51
YDR331W	NC_001136.10	1129588	1130823	+	1236	29	24	24	49	41	29	18	27	26
YDR332W	NC_001136.10	1131001	1133070	+	2070	29	20	19	31	22	11	30	39	31
YDR333C	NC_001136.10	1133260	1135431	-	2172	60	28	38	59	61	32	42	58	40
YDR334W	NC_001136.10	1135932	1140476	+	4545	129	105	110	100	96	41	94	150	121
YDR335W	NC_001136.10	1141168	1144842	+	3675	186	177	181	228	258	117	162	222	160
YDR336W	NC_001136.10	1145092	1146036	+	945	36	17	32	22	22	8	14	17	26
YDR337W	NC_001136.10	1146319	1147179	+	861	89	62	72	114	114	38	40	45	57
YDR338C	NC_001136.10	1147379	1149466	-	2088	35	19	19	53	33	40	85	102	91
YDR339C	NC_001136.10	1149951	1150520	-	570	66	29	30	62	62	10	24	34	39
YNCD0024C	NC_001136.10	1150842	1150941	-	100	1	2	0	1	1	1	0	1	0
YDR341C	NC_001136.10	1151803	1153626	-	1824	133	78	62	250	160	136	114	134	120
YDR342C	NC_001136.10	1154216	1155928	-	1713	521	427	520	65	106	42	98	102	97
YDR343C	NC_001136.10	1159608	1161320	-	1713	319	243	307	2	14	2	16	9	12
YDR344C	NC_001136.10	1162006	1162449	-	444	4	3	2	2	3	1	8	9	8
YDR345C	NC_001136.10	1162957	1164660	-	1704	422	375	402	570	554	375	2592	2905	2507
YDR346C	NC_001136.10	1167214	1168659	-	1446	138	116	145	237	172	118	120	154	144
YDR347W	NC_001136.10	1169178	1170143	+	966	60	40	47	105	69	70	41	61	63
YDR348C	NC_001136.10	1170326	1171825	-	1500	54	31	23	51	55	28	35	47	42
YDR349C	NC_001136.10	1172386	1174176	-	1791	27	31	17	95	50	44	76	86	94
YNCD0025W	NC_001136.10	1175829	1175901	+	73	1	1	0	0	0	0	0	0	0
YDR350C	NC_001136.10	1176120	1178174	-	2055	48	39	39	58	46	24	53	65	49
YDR351W	NC_001136.10	1178666	1181260	+	2595	42	29	39	73	43	26	68	69	87
YDR352W	NC_001136.10	1181801	1182754	+	954	14	7	9	57	28	34	34	51	45
YDR353W	NC_001136.10	1183299	1184258	+	960	99	62	78	150	128	105	77	74	92
YDR354W	NC_001136.10	1184747	1185889	+	1143	25	21	15	77	56	43	14	20	14
YDR356W	NC_001136.10	1186107	1188941	+	2835	296	221	183	108	283	17	42	52	61
YDR357C	NC_001136.10	1189199	1189567	-	369	99	76	94	65	59	15	12	18	17
YDR358W	NC_001136.10	1190059	1191732	+	1674	145	120	134	74	59	29	50	83	93
YDR359C	NC_001136.10	1191936	1194884	-	2949	78	61	53	77	73	24	75	68	64
YDR361C	NC_001136.10	1195412	1196263	-	852	92	43	63	75	61	26	43	59	48
YDR362C	NC_001136.10	1196679	1198697	-	2019	41	26	30	39	38	27	48	56	52
YDR363W	NC_001136.10	1199183	1200553	+	1371	58	58	40	35	68	7	33	37	38
YNCD0026W	NC_001136.10	1201750	1201822	+	73	0	0	0	0	0	0	0	0	0
YDR363W-A	NC_001136.10	1202128	1202397	+	270	231	158	181	97	155	32	39	44	46
YDR364C	NC_001136.10	1202843	1204210	-	1368	13	13	10	40	26	21	28	29	48
YDR365C	NC_001136.10	1204497	1206383	-	1887	95	52	51	62	114	18	44	58	75
YDR365W-B	NC_001136.10	1206997	1212265	+	5269	0	0	0	0	0	0	0	0	0
YDR365W-A	NC_001136.10	1206997	1208319	+	1323	0	0	0	0	0	0	0	0	0
YDR366C	NC_001136.10	1212438	1212836	-	399	23	15	14	13	13	6	6	5	6
YDR367W	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	48	29	41	74	52	35	42	32	38
YDR368W	NC_001136.10	1213904	1214842	+	939	117	55	69	204	145	112	135	170	155
YDR369C	NC_001136.10	1215016	1217580	-	2565	19	21	21	44	43	26	30	43	53
YDR370C	NC_001136.10	1217782	1219110	-	1329	17	8	12	31	34	19	29	49	31
YDR371W	NC_001136.10	1219413	1220948	+	1536	20	12	14	24	27	12	26	31	39
YDR372C	NC_001136.10	1221112	1222149	-	1038	88	45	63	180	149	89	88	97	93
YDR373W	NC_001136.10	1222759	1223331	+	573	35	28	28	83	68	35	40	50	41
YDR374C	NC_001136.10	1223474	1224394	-	921	7	4	5	7	5	1	2	2	2
YDR374W-A	NC_001136.10	1224757	1225026	+	270	18	9	11	6	8	8	10	8	13
YDR375C	NC_001136.10	1225166	1226536	-	1371	64	35	50	76	59	52	51	72	67
YDR376W	NC_001136.10	1226822	1228303	+	1482	31	20	25	75	62	50	68	71	66
YDR377W	NC_001136.10	1228611	1228916	+	306	296	182	226	517	413	241	200	264	260
YDR378C	NC_001136.10	1229349	1229609	-	261	39	22	25	54	51	44	30	44	46
YDR379W	NC_001136.10	1230167	1233196	+	3030	52	39	41	81	77	24	105	110	131
YDR379C-A	NC_001136.10	1233278	1233517	-	240	189	156	156	91	121	42	32	46	46
YDR380W	NC_001136.10	1234218	1236125	+	1908	17	14	17	91	43	46	9	14	12
YDR381W	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	198	133	132	262	193	140	139	191	178
YDR381C-A	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	77	52	53	92	109	27	40	46	49
YDR382W	NC_001136.10	1239492	1239824	+	333	209	111	134	288	192	173	127	124	130
YDR383C	NC_001136.10	1239960	1240676	-	717	15	10	12	29	21	6	17	24	19
YDR384C	NC_001136.10	1241204	1242031	-	828	18	12	26	4	7	7	8	13	8
YDR385W	NC_001136.10	1243230	1245758	+	2529	60	35	24	93	61	77	97	98	76
YDR386W	NC_001136.10	1246084	1247982	+	1899	26	12	15	42	38	15	20	33	39
YDR387C	NC_001136.10	1248154	1249821	-	1668	31	24	29	40	34	29	33	39	33
YDR388W	NC_001136.10	1250186	1251634	+	1449	237	179	211	88	106	53	71	82	101
YDR389W	NC_001136.10	1252537	1254501	+	1965	44	32	40	80	57	43	71	87	73
YDR390C	NC_001136.10	1254937	1256847	-	1911	69	37	53	69	62	26	54	58	49
YNCD0027C	NC_001136.10	1257008	1257079	-	72	1	2	2	2	1	0	1	0	0
YDR391C	NC_001136.10	1257358	1258056	-	699	13	6	7	25	14	9	31	53	63
YDR392W	NC_001136.10	1258696	1259709	+	1014	28	23	27	45	44	25	30	47	49
YDR393W	NC_001136.10	1259901	1261271	+	1371	63	34	40	55	53	30	40	49	36
YDR394W	NC_001136.10	1261681	1262967	+	1287	251	210	251	296	211	137	91	142	146
YDR395W	NC_001136.10	1263324	1266158	+	2835	44	35	40	140	73	74	54	83	91
YDR397C	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	28	33	21	24	27	20	18	22	22
YDR398W	NC_001136.10	1267471	1269402	+	1932	47	21	30	83	82	31	38	64	55
YDR399W	NC_001136.10	1270068	1270733	+	666	45	41	46	248	172	94	95	115	126
YDR400W	NC_001136.10	1271063	1272085	+	1023	5	10	9	77	93	28	33	29	25
YDR402C	NC_001136.10	1272234	1273703	-	1470	5	17	16	10	6	2	7	7	6
YDR403W	NC_001136.10	1274602	1276212	+	1611	164	126	120	13	9	6	6	12	9
YDR404C	NC_001136.10	1276654	1277169	-	516	25	24	17	48	28	26	32	33	23
YDR405W	NC_001136.10	1277646	1278437	+	792	167	137	140	65	101	20	25	24	35
YDR406W	NC_001136.10	1279210	1283799	+	4590	244	190	203	143	133	109	745	840	744
YDR407C	NC_001136.10	1284069	1287938	-	3870	42	25	34	92	65	29	43	71	65
YDR408C	NC_001136.10	1288215	1288859	-	645	38	18	39	98	81	57	35	47	43
YDR409W	NC_001136.10	1289406	1292120	+	2715	26	20	13	24	30	10	36	24	33
YDR410C	NC_001136.10	1292372	1293091	-	720	13	16	12	20	23	13	23	30	15
YDR411C	NC_001136.10	1293369	1294394	-	1026	46	37	43	65	101	46	27	32	45
YDR412W	NC_001136.10	1294693	1295400	+	708	37	17	27	45	65	7	20	32	29
YDR414C	NC_001136.10	1295598	1296686	-	1089	9	8	7	41	32	28	17	23	14
YDR415C	NC_001136.10	1297037	1298161	-	1125	14	16	7	43	14	27	13	23	27
YDR416W	NC_001136.10	1298432	1301011	+	2580	29	17	21	50	47	32	44	52	45
YDR418W	NC_001136.10	1301616	1302113	+	498	246	126	146	592	391	254	203	245	248
YDR419W	NC_001136.10	1303174	1305072	+	1899	18	10	11	43	24	20	45	47	46
YNCD0028W	NC_001136.10	1305630	1305712	+	83	0	0	0	0	0	0	0	0	0
YDR420W	NC_001136.10	1306267	1311675	+	5409	54	43	38	130	176	67	194	209	211
YDR421W	NC_001136.10	1312040	1314892	+	2853	37	30	31	120	100	44	46	70	68
YDR422C	NC_001136.10	1315326	1317773	-	2448	57	32	36	72	62	43	93	93	78
YDR423C	NC_001136.10	1318046	1319275	-	1230	27	29	28	32	29	15	41	33	36
YDR424C	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	69	54	59	61	100	19	34	48	46
YDR425W	NC_001136.10	1320064	1321941	+	1878	36	23	18	50	63	9	48	56	75
YDR427W	NC_001136.10	1322205	1323386	+	1182	220	162	148	194	162	92	63	99	104
YDR428C	NC_001136.10	1323454	1324239	-	786	10	5	2	17	8	4	7	13	11
YDR429C	NC_001136.10	1324477	1325301	-	825	178	124	134	147	206	53	67	84	82
YDR430C	NC_001136.10	1325501	1328470	-	2970	111	75	67	48	43	26	71	71	74
YDR432W	NC_001136.10	1328783	1330027	+	1245	285	212	307	66	93	48	56	51	51
YDR434W	NC_001136.10	1331237	1332841	+	1605	16	18	14	78	51	43	33	40	49
YDR435C	NC_001136.10	1332983	1333969	-	987	25	22	29	48	40	38	46	67	56
YDR436W	NC_001136.10	1334821	1336953	+	2133	18	16	12	31	34	26	68	58	43
YDR437W	NC_001136.10	1337352	1337774	+	423	1	4	1	4	2	2	8	5	7
YDR438W	NC_001136.10	1338274	1339386	+	1113	19	10	8	26	19	20	60	54	39
YDR439W	NC_001136.10	1339676	1340719	+	1044	14	9	2	23	14	3	16	16	25
YDR440W	NC_001136.10	1342493	1344241	+	1749	18	18	21	32	19	6	16	18	23
YDR441C	NC_001136.10	1344517	1345062	-	546	27	15	21	61	41	52	31	36	35
YDR443C	NC_001136.10	1345676	1349938	-	4263	52	15	26	77	55	43	81	99	81
YDR444W	NC_001136.10	1350290	1352353	+	2064	71	40	37	69	55	33	63	78	90
YNCD0029C	NC_001136.10	1352466	1352538	-	73	0	0	0	0	0	0	0	0	0
YDR446W	NC_001136.10	1353725	1354633	+	909	10	4	7	1	1	0	1	1	0
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	398	249	228	402	329	122	104	140	150
YDR448W	NC_001136.10	1356065	1357369	+	1305	28	14	11	19	28	14	8	17	10
YDR449C	NC_001136.10	1357580	1358902	-	1323	12	2	7	18	28	5	12	11	11
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	247	112	129	469	281	169	115	170	170
YDR451C	NC_001136.10	1361120	1362181	-	1062	37	22	26	48	26	26	10	25	18
YDR452W	NC_001136.10	1362878	1364902	+	2025	326	253	269	197	255	86	128	193	174
YDR453C	NC_001136.10	1365072	1365662	-	591	15	4	9	16	14	7	18	15	19
YDR454C	NC_001136.10	1366264	1366827	-	564	70	22	44	90	72	55	64	52	64
YDR456W	NC_001136.10	1367485	1369386	+	1902	193	99	117	251	143	221	271	286	233
YDR457W	NC_001136.10	1369790	1379596	+	9807	327	206	270	498	337	288	595	655	643
YDR458C	NC_001136.10	1380055	1382046	-	1992	133	71	87	88	135	25	81	100	115
YDR459C	NC_001136.10	1382319	1383443	-	1125	13	9	14	27	21	14	25	26	29
YDR460W	NC_001136.10	1383811	1384776	+	966	58	22	28	34	50	17	24	35	26
YDR461W	NC_001136.10	1385176	1385286	+	111	79	48	52	22	25	8	11	18	19
YDR461C-A	NC_001136.10	1385524	1385766	-	243	65	43	68	23	32	8	11	20	19
YDR462W	NC_001136.10	1386073	1386516	+	444	29	23	23	30	40	11	10	20	13
YDR463W	NC_001136.10	1386816	1388375	+	1560	198	139	168	81	85	27	87	87	98
YDR464W	NC_001136.10	1388872	1393179	+	4308	190	125	160	84	222	30	107	134	132
YDR465C	NC_001136.10	1393336	1394574	-	1239	14	10	11	41	21	19	24	16	18
YDR466W	NC_001136.10	1395121	1397817	+	2697	57	34	32	95	63	22	82	109	109
YDR468C	NC_001136.10	1398026	1398700	-	675	17	18	23	33	34	11	9	40	27
YDR469W	NC_001136.10	1399015	1399542	+	528	19	10	18	22	21	6	6	15	15
YDR470C	NC_001136.10	1399706	1401214	-	1509	57	31	32	66	50	36	40	40	44
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	156	59	78	280	201	121	70	68	88
YNCD0030W	NC_001136.10	1402919	1403042	+	124	114	92	136	80	79	118	29	28	29
YDR472W	NC_001136.10	1403322	1404173	+	852	54	43	41	120	86	77	35	48	43
YDR473C	NC_001136.10	1404445	1405854	-	1410	88	62	80	67	118	11	45	55	64
YDR475C	NC_001136.10	1407464	1410094	-	2631	51	36	42	57	52	40	120	127	128
YDR476C	NC_001136.10	1410453	1411127	-	675	24	4	5	48	22	24	37	25	24
YDR477W	NC_001136.10	1412373	1414274	+	1902	42	38	37	24	36	20	41	34	34
YDR478W	NC_001136.10	1414575	1415171	+	597	7	11	13	18	27	7	7	14	15
YDR479C	NC_001136.10	1415210	1416874	-	1665	89	75	70	43	41	23	41	66	63
YDR480W	NC_001136.10	1417399	1418370	+	972	15	10	8	25	12	11	12	11	22
YDR481C	NC_001136.10	1418550	1420250	-	1701	82	60	57	123	83	58	121	154	128
YDR482C	NC_001136.10	1420431	1420838	-	408	34	26	42	26	19	10	13	21	20
YDR483W	NC_001136.10	1421157	1422485	+	1329	146	89	95	303	155	204	286	288	256
YDR484W	NC_001136.10	1422763	1424688	+	1926	24	14	9	39	28	7	32	37	32
YDR485C	NC_001136.10	1424820	1427207	-	2388	182	135	128	99	241	26	79	104	106
YDR486C	NC_001136.10	1427431	1428120	-	690	40	32	31	66	50	16	31	49	39
YDR487C	NC_001136.10	1428354	1428980	-	627	310	209	191	411	333	256	152	158	174
YDR488C	NC_001136.10	1429188	1430789	-	1602	10	10	3	12	9	7	8	5	3
YDR489W	NC_001136.10	1431012	1431896	+	885	13	7	5	18	13	11	9	8	8
YDR490C	NC_001136.10	1431968	1434268	-	2301	92	59	57	45	59	32	69	70	64
YDR492W	NC_001136.10	1434924	1435874	+	951	70	35	63	263	208	124	305	296	276
YDR493W	NC_001136.10	1436217	1436588	+	372	56	28	36	36	41	16	17	24	20
YDR494W	NC_001136.10	1436930	1438015	+	1086	114	85	83	126	103	28	49	70	108
YDR495C	NC_001136.10	1438115	1441150	-	3036	151	86	105	97	139	25	55	82	93
YDR496C	NC_001136.10	1441433	1443403	-	1971	73	46	52	137	99	27	48	47	70
YDR497C	NC_001136.10	1443713	1445467	-	1755	246	163	197	481	484	307	225	253	250
YDR498C	NC_001136.10	1445843	1446994	-	1152	35	18	15	52	37	27	27	35	23
YDR499W	NC_001136.10	1447830	1450073	+	2244	32	21	20	73	57	18	42	48	52
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	256	189	207	291	276	175	93	100	116
YDR501W	NC_001136.10	1451353	1452918	+	1566	9	11	7	6	18	10	7	11	2
YDR502C	NC_001136.10	1453310	1454464	-	1155	65	29	41	83	41	57	75	76	74
YDR503C	NC_001136.10	1455042	1455866	-	825	5	6	7	21	10	5	6	16	9
YDR504C	NC_001136.10	1456311	1456694	-	384	28	21	28	44	37	9	36	39	37
YDR505C	NC_001136.10	1456695	1459220	-	2526	190	148	171	290	221	92	259	361	334
YDR506C	NC_001136.10	1459728	1461554	-	1827	6	5	5	35	22	28	28	45	37
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	0	0	1	0	0	0	0	1	0
YDR507C	NC_001136.10	1462358	1465786	-	3429	140	79	93	153	133	53	34	41	47
YDR508C	NC_001136.10	1466453	1468444	-	1992	9	6	8	35	24	9	8	15	4
YDR510W	NC_001136.10	1469400	1469705	+	306	181	105	105	161	197	68	77	114	117
YDR511W	NC_001136.10	1470017	1470418	+	402	69	67	60	58	66	25	22	14	28
YDR512C	NC_001136.10	1470500	1471063	-	564	125	87	83	162	128	81	61	67	72
YDR513W	NC_001136.10	1471017	1471448	+	432	488	343	387	547	443	317	193	260	271
YDR514C	NC_001136.10	1471548	1472999	-	1452	19	11	27	52	37	19	10	37	20
YDR515W	NC_001136.10	1473429	1474772	+	1344	87	61	57	110	116	15	25	35	55
YDR516C	NC_001136.10	1474974	1476476	-	1503	229	170	180	283	313	180	304	347	286
YDR517W	NC_001136.10	1477239	1478357	+	1119	23	10	14	65	64	44	53	72	73
YDR518W	NC_001136.10	1478608	1480161	+	1554	26	25	23	55	54	38	33	57	51
YDR519W	NC_001136.10	1480425	1480832	+	408	18	12	14	80	73	35	35	28	27
YDR520C	NC_001136.10	1481085	1483403	-	2319	28	12	19	63	51	21	40	52	56
YDR522C	NC_001136.10	1483795	1485303	-	1509	5	2	5	9	6	6	9	6	6
YDR523C	NC_001136.10	1485566	1487038	-	1473	41	27	27	18	22	6	33	42	28
YDR524C	NC_001136.10	1487542	1488990	-	1449	45	21	27	58	48	29	85	85	91
YDR524W-C	NC_001136.10	1489403	1489492	+	90	1777	1586	1910	994	1161	407	381	361	325
YDR524C-B	NC_001136.10	1489598	1489798	-	201	1294	743	764	2186	1741	1011	569	639	600
YDR525W	NC_001136.10	1489905	1490234	+	330	4	0	1	1	2	0	0	2	0
YDR525W-A	NC_001136.10	1490596	1490835	+	240	98	48	75	57	38	50	32	38	38
YDR527W	NC_001136.10	1491094	1492413	+	1320	207	153	172	64	102	27	70	77	69
YNCD0032C	NC_001136.10	1492477	1493026	-	550	113	80	93	75	70	102	158	149	172
YDR528W	NC_001136.10	1494586	1495857	+	1272	50	34	35	103	100	21	39	30	35
YDR529C	NC_001136.10	1496165	1496548	-	384	1992	1463	1649	1120	1562	482	288	374	359
YDR530C	NC_001136.10	1496791	1497768	-	978	74	35	67	109	105	63	92	97	119
YDR531W	NC_001136.10	1498232	1499335	+	1104	18	25	13	52	31	34	23	27	25
YDR532C	NC_001136.10	1499396	1500553	-	1158	73	54	50	59	101	8	14	37	24
YDR533C	NC_001136.10	1501447	1502160	-	714	789	528	548	1006	726	718	685	841	723
YDR534C	NC_001136.10	1503314	1504900	-	1587	16	5	14	9	5	4	14	8	4
YDR536W	NC_001136.10	1508005	1509714	+	1710	202	89	110	349	272	210	28	29	34
YDR538W	NC_001136.10	1510902	1511630	+	729	3	5	8	23	14	12	16	10	18
YDR539W	NC_001136.10	1512094	1513605	+	1512	40	25	27	100	60	56	79	88	76
YDR540C	NC_001136.10	1517136	1517675	-	540	17	9	12	8	24	3	15	15	19
YDR541C	NC_001136.10	1519664	1520698	-	1035	16	9	8	38	23	14	45	49	46
YDR542W	NC_001136.10	1523249	1523611	+	363	1	0	3	0	2	0	2	0	0
YDR545W	NC_001136.10	1526321	1531711	+	5391	1	0	1	0	2	0	0	0	0
YEL077C	NC_001137.3	264	4097	-	3834	0	0	0	1	2	1	3	3	0
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	0	0	0	0	0	0	0	0	0
YEL076C	NC_001137.3	4464	5114	-	651	0	0	0	0	0	0	0	0	0
YEL075C	NC_001137.3	5345	5713	-	369	0	0	0	0	0	0	0	0	0
YEL073C	NC_001137.3	7230	7553	-	324	0	0	0	14	21	10	12	12	17
YEL072W	NC_001137.3	13720	14415	+	696	0	0	0	63	66	35	28	31	37
YEL071W	NC_001137.3	16355	17845	+	1491	0	0	0	521	364	305	92	109	67
YEL070W	NC_001137.3	19589	21097	+	1509	359	217	285	14	6	2	2	0	0
YEL069C	NC_001137.3	21537	23231	-	1695	192	143	177	295	441	161	1	2	0
YEL068C	NC_001137.3	25646	25978	-	333	8	11	4	25	18	13	11	27	26
YEL067C	NC_001137.3	26189	26776	-	588	7	9	4	64	35	46	16	28	28
YEL066W	NC_001137.3	26721	27206	+	486	26	11	23	127	90	82	50	58	66
YEL065W	NC_001137.3	27657	29543	+	1887	14	7	4	38	24	26	58	59	62
YEL064C	NC_001137.3	29797	31239	-	1443	16	4	7	57	27	36	47	41	34
YEL063C	NC_001137.3	31694	33466	-	1773	216	119	149	427	362	289	696	803	692
YEL062W	NC_001137.3	34407	36254	+	1848	21	9	14	42	37	25	58	88	69
YEL061C	NC_001137.3	36535	39537	-	3003	92	57	47	73	89	12	29	37	67
YEL060C	NC_001137.3	40046	41953	-	1908	1304	928	1104	420	477	451	1133	1292	1393
YEL059C-A	NC_001137.3	42400	42624	-	225	38	14	23	24	40	15	10	16	14
